material,N_actual,N_label,noise_tier,noise_std,pinn_rpe_mean,pinn_rpe_median,pinn_rpe_std,pinn_outliers,wnlls_rpe_mean,wnlls_rpe_median,wnlls_rpe_std,wnlls_failures,wnlls_outliers,gp_rpe_mean,gp_rpe_median,gp_rpe_std,gp_outliers,pval_wnlls_vs_pinn,excl_wnlls_vs_pinn,pval_gp_vs_pinn,excl_gp_vs_pinn,pval_wnlls_vs_gp,excl_wnlls_vs_gp
Steel,5,5,0,0.0,1.430646959026152,1.430904547321644,0.001609807870394329,0,2.1516643632001773,2.1516643632001777,4.440892098500626e-16,0,0,1.2924380634620527,1.2924380634620531,4.440892098500626e-16,0,0.9999991333466779,0,8.666533220995528e-07,0,0.9999999783976847,0
Steel,5,5,1,0.0316,1.4330820904439647,1.3071677487227866,1.0464460494922945,0,2.246710830993652,2.316484362374385,1.4132124192595825,0,0,1.430338169760304,1.453912161861874,1.006474037807386,0,0.9998099533841014,0,0.5,0,0.9996010512113571,0
Steel,5,5,2,0.1,3.9408638818918167,3.4479371062742015,2.983732912599201,0,5.178292772045077,4.22864065417008,3.739707968158774,0,0,3.9556792172964976,3.5929260571220354,2.873943471197599,0,0.9725391855463386,0,0.564396102912724,0,0.9697173843160272,0
Steel,5,5,3,0.3162,11.603824220162817,10.642265270158921,7.928201875718082,0,13.221844179239145,10.540882038477342,12.294751767269112,0,0,11.387354333207027,10.041085137463696,7.413666836431059,0,0.5882115280255675,0,0.154260384850204,0,0.5882115280255675,0
Steel,5,5,4,0.5623,61.71264571592462,22.034559144115736,111.41504503593228,3,20.751327804842436,16.02865621623143,17.707332739460366,0,0,113.64699259937262,21.704691788653207,279.2623525050494,3,0.09903789963573217,0,0.3131731441244483,0,0.14004339091479778,0
Steel,16,ALL,0,0.0,0.34619829824852016,0.34644450811366667,0.00284526514153768,0,1.3006285841649492,1.3006285841649494,2.220446049250313e-16,0,0,0.5859597458802964,0.5859597458802964,0.0,0,0.9999991333466779,0,0.9999991333466779,0,0.9999999783976847,0
Steel,16,ALL,1,0.0316,0.7630962916629886,0.46577277018910423,0.6348841419398986,0,1.3968411328696804,1.1257130813602982,0.9995193966574896,0,0,0.8172376453351212,0.6196163296916819,0.6971977493196074,0,0.9986168397590518,0,0.6039204532280564,0,0.99358313344419,0
Steel,16,ALL,2,0.1,2.2812673340253484,1.7142383571789739,1.7450807849509076,0,3.154807047316186,2.201059160836096,2.416706563375797,0,0,1.9463796359300107,1.1105699605577493,1.7132556569856043,0,0.9817825015634298,0,0.0026913899928331375,0,0.9953494388610125,0
Steel,16,ALL,3,0.3162,6.936772061761106,5.090784786023795,7.419514999055247,0,9.006342518120475,7.360476490893852,7.1887974903147835,0,0,7.3076363239152275,5.637933575544487,6.292343370673465,0,0.940461715683341,0,0.7354474077001214,0,0.9114036448299885,0
Steel,16,ALL,4,0.5623,40.89466195367924,16.97277119840455,48.12902252390362,0,15.172297780725994,12.991675483776616,8.417056217780932,0,0,59.27713227828742,17.920159445625416,146.26397122004113,1,0.03836060781031847,0,0.5242367628961802,0,0.013870718888938427,0
