material,N_actual,N_label,noise_tier,noise_std,true_mu_wols,true_mu_stderr,nist_mu_mm,mu_discrepancy_pct,pinn_rpe_mean,pinn_rpe_median,pinn_rpe_std,pinn_rpe_ci_lo,pinn_rpe_ci_hi,pinn_outliers,wnlls_rpe_mean,wnlls_rpe_median,wnlls_rpe_std,wnlls_rpe_ci_lo,wnlls_rpe_ci_hi,wnlls_failures,wnlls_outliers,gp_rpe_mean,gp_rpe_median,gp_rpe_std,gp_rpe_ci_lo,gp_rpe_ci_hi,gp_outliers,pval_wnlls_vs_pinn_penalty,pval_gp_vs_pinn_penalty,pval_wnlls_vs_gp_penalty,n_penalty_wnlls_vs_pinn,pval_wnlls_vs_pinn_conditional,pval_gp_vs_pinn_conditional,pval_wnlls_vs_gp_conditional,qval_wnlls_vs_pinn_penalty,qval_gp_vs_pinn_penalty,qval_wnlls_vs_gp_penalty
Steel,5,5,0,0.0,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,1.2420068672395908,1.6952619682946488,0.781538436413731,0.3761378544381738,1.82858022780947,0,0.8622504549189967,0.8622504549189969,2.220446049250313e-16,0.8622504549189969,0.8622504549189969,0,0,0.00829852624827367,0.008298517966970387,2.505994271740827e-07,0.008298451122967794,0.008298616666507552,0,0.0013831602409482002,9.313225746154785e-10,0.9999991517236909,0,0.0013831602409482002,9.313225746154785e-10,0.9999991517236909,0.006915801204741001,1.1641532182693481e-08,0.9999991517236909
Steel,5,5,1,0.0316,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,1.3287158678711508,1.022222965280346,0.9826896964328915,0.7872408136458062,1.633569035373646,0,1.5334510648155026,1.5746316104541047,1.0260477949239974,0.9959545443855802,2.0421764038213213,0,0,1.1905013147350259,0.9972006042647013,0.6253676803450144,0.833237899575376,1.2738783131175606,0,0.8034749096259475,0.14942207373678684,0.9650535443797708,0,0.8034749096259475,0.14942207373678684,0.9650535443797708,0.9999991333466779,0.331662583630532,0.9999991517236909
Steel,5,5,2,0.1,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,4.061052384012916,3.5191090293401723,2.678555677520785,2.512526630396173,4.836462390223593,0,4.457398940942605,4.237400487743642,3.0080329088503217,2.792143249146279,5.050149978365952,0,0,3.945314817479144,3.660254130491996,2.272167593304492,2.7024636632897656,4.50285140608675,0,0.8644971856847405,0.4039152078330517,0.8689388632774353,0,0.8644971856847405,0.4039152078330517,0.8689388632774353,0.9999991333466779,0.6434194874600507,0.9999991517236909
Steel,5,5,3,0.3162,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,11.366400228858518,8.498503605175241,9.314111503725941,6.5901725993309626,12.451380907087561,0,13.782721168958615,9.973503814801521,13.411949931618938,6.056343524304945,16.39342863203578,0,0,11.058126574145856,9.856186297075048,8.575201684908697,5.2342495421662525,13.675441964908373,0,0.830629107542336,0.25138052366673946,0.8091007824987173,0,0.830629107542336,0.25138052366673946,0.8091007824987173,0.9999991333466779,0.4655194882717397,0.9999991517236909
Steel,5,5,4,0.5623,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,24.587410976532674,20.792534302423743,17.595650271860244,11.715520039432441,29.575958757629955,0,31.464607889189015,27.17559173169922,24.979596840632052,17.163891914697693,35.291244368067396,0,0,21.913015470284414,15.497471471465103,17.571856171693916,13.309564868987916,28.31897331605297,0,0.9751449394971132,0.022453604266047478,0.9931683791801333,0,0.9751449394971132,0.022453604266047478,0.9931683791801333,0.9999991333466779,0.08636001640787491,0.9999991517236909
Steel,16,ALL,0,0.0,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,0.59876640907039,0.3381825304377627,0.6743305691536787,0.2887000612169863,0.4288360034938047,0,0.0,0.0,0.0,0.0,0.0,0,0,0.7240862833818331,0.724086514734812,2.5415136794089957e-06,0.724086514734812,0.724086514734812,0,9.313225746154785e-10,0.9912731656804681,5.073092867588915e-07,0,9.313225746154785e-10,0.9912731656804681,5.073092867588915e-07,9.313225746154785e-09,1.0,4.8147406783308504e-06
Steel,16,ALL,1,0.0316,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,1.4050540748852343,1.479695733365177,1.0211624967609707,0.6968716694743958,1.7424910970772132,0,0.8465298476867034,0.7784879679487495,0.6236750940475813,0.44717016342697974,1.0759055274621872,0,0,1.4155420661396556,1.4383411899584868,0.9280721608866831,0.7550001051217488,1.73465490183591,0,0.008215606212615967,0.619467263109982,0.0016114944592118263,0,0.008215606212615967,0.619467263109982,0.0016114944592118263,0.03734366460279985,0.8030418958514929,0.008057472296059132
Steel,16,ALL,2,0.1,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,3.0198302841939464,2.5494076082732686,2.4461990309631703,1.6267734282169224,3.9971121103294522,0,3.2045730385918416,2.1927437077366356,2.4968756772406335,1.442654397705891,4.950357237421687,0,0,2.7058585228426653,2.482943830574658,1.9104476140960904,1.6658169225259085,3.02401658952979,0,0.7420757785439491,0.23227252252399921,0.8034749096259475,0,0.7420757785439491,0.23227252252399921,0.8034749096259475,0.9999991333466779,0.4466779279307677,0.9999991517236909
Steel,16,ALL,3,0.3162,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,10.729980248057547,10.088986788889605,6.947015071935663,5.964107408488021,14.459425793252391,0,11.906940681881382,9.489415029515335,10.045182240105005,5.780209158537174,15.324896441297918,0,0,9.063422131377063,8.285417983282912,6.754114510466627,4.890826199981383,10.7197357218528,0,0.6649097055196762,0.02884396445006132,0.9751449394971132,0,0.6649097055196762,0.02884396445006132,0.9751449394971132,0.9999991333466779,0.10301415875021899,0.9999991517236909
Steel,16,ALL,4,0.5623,0.050625433626277104,9.07551319336505e-05,0.046629,8.570704124637258,12.847033640733207,9.72109948098897,11.213739597943,6.006310985274914,14.317296515801026,0,17.08324435585599,16.902054056372172,12.17466733927136,6.603641790698837,21.076301278633437,0,0,12.451079180861907,8.040417700558056,12.594049959902367,5.4264802197686715,11.060346280628918,0,0.9210261628031731,0.435603897087276,0.9298584796488285,0,0.9210261628031731,0.435603897087276,0.9298584796488285,0.9999991333466779,0.6600059046776908,0.9999991517236909
Lead,5,5,0,0.0,0.11643281492623249,0.00014026643818665886,0.1248534,-6.744377865374522,1.3750628122212227,1.3760083768030253,0.0037686986279237885,1.3741782518059873,1.3765874897828576,0,0.4586963373393348,0.4586963373393348,0.0,0.4586963373393348,0.4586963373393348,0,0,1.2851044945141743,1.2851044888218628,2.704169523137397e-08,1.2851044888218628,1.2851044888218628,0,8.661081165720568e-07,8.661081165720568e-07,1.3078991161591537e-07,0,8.661081165720568e-07,8.661081165720568e-07,1.3078991161591537e-07,5.4165832631222064e-06,7.217567638100473e-06,2.1798318602652562e-06
Lead,5,5,1,0.0316,0.11643281492623249,0.00014026643818665886,0.1248534,-6.744377865374522,2.113226220467649,2.238930768011231,1.2154524935352187,1.56622865131144,2.515427562459041,0,1.786198992302956,1.3485256592001607,1.230449886822899,1.1235812863609593,2.4189942377323055,0,0,1.8862033656115138,2.004658227571247,0.9887340008683441,1.270653433159908,2.3815731772776445,0,0.09546476043760777,0.018217498436570168,0.32041270192712545,0,0.09546476043760777,0.018217498436570168,0.32041270192712545,0.2807787071694346,0.07590624348570904,0.8010317548178136
Lead,5,5,2,0.1,0.11643281492623249,0.00014026643818665886,0.1248534,-6.744377865374522,3.9202608436556265,3.159458787378308,2.872932374787776,2.4058777396726945,4.111240684028196,0,4.0835077318239765,3.3253304325193977,2.817525946735916,2.4608349169914385,5.69791098335186,0,0,3.2285163002262953,2.358089369726602,2.706367985570484,1.738722547185165,4.168161047702828,0,0.564396102912724,0.002888246439397335,0.940461715683341,0,0.564396102912724,0.002888246439397335,0.940461715683341,0.9999991333466779,0.016045813552207418,0.9999991517236909
Lead,5,5,3,0.3162,0.11643281492623249,0.00014026643818665886,0.1248534,-6.744377865374522,11.569127276629606,9.472655853236141,8.116290020699259,6.572765946093702,14.759702881585765,0,15.839475575629699,15.520575053082123,10.02606739887192,8.85484887249923,19.465739286563853,0,0,11.128156676713186,9.205062218833639,9.151927424967946,4.701887326968125,14.000018778201174,0,0.9861292811110616,0.2918785363435745,0.985337071120739,0,0.9861292811110616,0.2918785363435745,0.985337071120739,0.9999991333466779,0.5212116720420973,0.9999991517236909
Lead,5,5,4,0.5623,0.11643281492623249,0.00014026643818665886,0.1248534,-6.744377865374522,21.145081679349694,19.159517803127716,16.144321415127546,10.013928861197755,24.86861992373315,0,30.20509291169697,21.070366042116753,21.32970157447012,18.110919385619685,39.384099248751625,0,0,20.074351827497672,15.367195871312147,17.78425457189413,5.795625630961673,29.62580241958282,0,0.9882949283346534,0.154260384850204,0.9763704752549529,0,0.9882949283346534,0.154260384850204,0.9763704752549529,0.9999991333466779,0.331662583630532,0.9999991517236909
